SEP=;
Time[s];Ux(CN_5);Ux(CN_7);Ux_Residual(CN_5-CN_7);Uy(CN_5);Uy(CN_7);Uy_Residual(CN_5-CN_7);Ux(CN_1);Ux(CN_7);Ux_Residual(CN_1-CN_7);Uy(CN_1);Uy(CN_7);Uy_Residual(CN_1-CN_7);Ux(CN_4);Ux(CN_7);Ux_Residual(CN_4-CN_7);Uy(CN_4);Uy(CN_7);Uy_Residual(CN_4-CN_7);Ux(CN_3);Ux(CN_7);Ux_Residual(CN_3-CN_7);Uy(CN_3);Uy(CN_7);Uy_Residual(CN_3-CN_7);Ux(CN_2);Ux(CN_7);Ux_Residual(CN_2-CN_7);Uy(CN_2);Uy(CN_7);Uy_Residual(CN_2-CN_7);Ux(CN_6);Ux(CN_7);Ux_Residual(CN_6-CN_7);Uy(CN_6);Uy(CN_7);Uy_Residual(CN_6-CN_7)
13305600.019994;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000001;-0.000000;0.000001;-0.000002;0.000000;-0.000002;0.000039;-0.000000;0.000039;0.000064;0.000000;0.000064;-0.000035;-0.000000;-0.000035;0.000056;0.000000;0.000056;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000
13305600.039988;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000010;-0.000000;0.000010;-0.000012;0.000000;-0.000012;0.000144;-0.000000;0.000144;0.000254;0.000000;0.000254;-0.000122;-0.000000;-0.000122;0.000214;0.000000;0.000214;-0.000004;-0.000000;-0.000004;-0.000002;0.000000;-0.000002;-0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.059981;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000023;-0.000000;0.000023;-0.000016;0.000000;-0.000016;0.000240;-0.000000;0.000240;0.000454;0.000000;0.000454;-0.000188;-0.000000;-0.000188;0.000369;0.000000;0.000369;-0.000015;-0.000000;-0.000015;-0.000004;0.000000;-0.000004;-0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.079975;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000023;-0.000000;0.000023;-0.000021;0.000000;-0.000021;0.000315;-0.000000;0.000315;0.000605;0.000000;0.000605;-0.000239;-0.000000;-0.000239;0.000472;0.000000;0.000472;-0.000014;-0.000000;-0.000013;-0.000004;0.000000;-0.000004;-0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.099969;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000022;-0.000000;0.000022;-0.000027;0.000000;-0.000027;0.000375;-0.000000;0.000375;0.000698;0.000000;0.000698;-0.000283;-0.000000;-0.000282;0.000525;0.000000;0.000525;-0.000013;-0.000000;-0.000013;-0.000006;0.000000;-0.000006;-0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000
13305600.119963;0.000000;-0.000001;0.000001;0.000000;-0.000000;0.000000;0.000019;-0.000001;0.000020;-0.000028;-0.000000;-0.000027;0.000421;-0.000001;0.000422;0.000758;-0.000000;0.000758;-0.000312;-0.000001;-0.000311;0.000553;-0.000000;0.000554;-0.000013;-0.000001;-0.000012;-0.000005;-0.000000;-0.000005;-0.000000;-0.000001;0.000001;0.000000;-0.000000;0.000000
13305600.139956;0.000000;-0.000002;0.000002;0.000000;-0.000000;0.000000;0.000020;-0.000002;0.000022;-0.000027;-0.000000;-0.000026;0.000447;-0.000002;0.000449;0.000801;-0.000000;0.000802;-0.000331;-0.000002;-0.000330;0.000568;-0.000000;0.000568;-0.000014;-0.000002;-0.000012;-0.000005;-0.000000;-0.000005;-0.000000;-0.000002;0.000002;0.000000;-0.000000;0.000000
13305600.159950;0.000000;-0.000001;0.000001;0.000000;0.000000;-0.000000;0.000020;-0.000001;0.000021;-0.000024;0.000000;-0.000025;0.000464;-0.000001;0.000465;0.000827;0.000000;0.000827;-0.000352;-0.000001;-0.000350;0.000568;0.000000;0.000568;-0.000014;-0.000001;-0.000013;-0.000005;0.000000;-0.000006;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.179944;-0.000000;0.000001;-0.000001;0.000000;0.000001;-0.000001;0.000017;0.000001;0.000016;-0.000020;0.000001;-0.000021;0.000484;0.000001;0.000482;0.000833;0.000001;0.000832;-0.000366;0.000001;-0.000367;0.000563;0.000001;0.000562;-0.000013;0.000001;-0.000014;-0.000004;0.000001;-0.000005;-0.000000;0.000001;-0.000001;-0.000000;0.000001;-0.000001
13305600.199938;-0.000000;0.000007;-0.000007;0.000000;0.000001;-0.000001;0.000018;0.000007;0.000011;-0.000026;0.000001;-0.000028;0.000506;0.000007;0.000499;0.000831;0.000001;0.000829;-0.000380;0.000007;-0.000387;0.000570;0.000001;0.000568;-0.000012;0.000007;-0.000019;-0.000007;0.000001;-0.000008;-0.000000;0.000007;-0.000007;-0.000000;0.000001;-0.000001
