SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.020000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.040000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.060000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.080000;0.000000;-0.000001;0.000001;-0.000001;0.000000;-0.000001;0.000000;-0.000001;0.000001;0.000000;0.000000;0.000000;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.100000;0.000000;-0.000002;0.000003;-0.000001;0.000000;-0.000001;0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000;0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000
13305600.120000;0.000001;-0.000006;0.000007;-0.000001;0.000000;-0.000001;0.000000;-0.000006;0.000006;-0.000000;0.000000;-0.000000;0.000000;-0.000006;0.000006;-0.000000;0.000000;-0.000000
13305600.140000;0.000001;-0.000016;0.000017;-0.000001;0.000000;-0.000001;0.000000;-0.000016;0.000016;-0.000000;0.000000;-0.000000;0.000000;-0.000016;0.000016;-0.000000;0.000000;-0.000000
13305600.160000;0.000001;-0.000034;0.000035;-0.000001;0.000000;-0.000001;0.000000;-0.000034;0.000034;-0.000000;0.000000;-0.000000;0.000000;-0.000034;0.000034;0.000000;0.000000;-0.000000
13305600.180000;0.000001;-0.000063;0.000064;-0.000001;0.000000;-0.000001;0.000000;-0.000063;0.000063;-0.000000;0.000000;-0.000000;-0.000000;-0.000063;0.000063;0.000000;0.000000;-0.000000
13305600.200000;0.000000;-0.000104;0.000104;-0.000001;0.000000;-0.000001;-0.000000;-0.000104;0.000104;-0.000000;0.000000;-0.000000;-0.000000;-0.000104;0.000104;0.000000;0.000000;-0.000000
13305600.220000;0.000000;-0.000152;0.000153;-0.000001;0.000000;-0.000001;-0.000000;-0.000152;0.000152;-0.000000;0.000000;-0.000000;-0.000000;-0.000152;0.000152;0.000000;0.000000;0.000000
13305600.240000;0.000000;-0.000205;0.000205;-0.000001;0.000000;-0.000001;-0.000000;-0.000205;0.000205;-0.000001;0.000000;-0.000001;-0.000000;-0.000205;0.000205;0.000000;0.000000;0.000000
13305600.260000;0.000000;-0.000256;0.000257;-0.000001;-0.000000;-0.000001;-0.000000;-0.000256;0.000256;-0.000001;-0.000000;-0.000001;-0.000000;-0.000256;0.000256;0.000000;-0.000000;0.000000
13305600.280000;0.000000;-0.000303;0.000304;-0.000001;-0.000000;-0.000001;-0.000001;-0.000303;0.000302;-0.000002;-0.000000;-0.000002;-0.000000;-0.000303;0.000303;0.000001;-0.000000;0.000001
13305600.300000;0.000000;-0.000345;0.000345;-0.000002;-0.000000;-0.000002;-0.000002;-0.000345;0.000343;-0.000004;-0.000000;-0.000004;-0.000000;-0.000345;0.000345;0.000001;-0.000000;0.000001
13305600.320000;0.000000;-0.000382;0.000383;-0.000004;-0.000000;-0.000004;-0.000003;-0.000382;0.000379;-0.000005;-0.000000;-0.000005;-0.000000;-0.000382;0.000382;0.000002;-0.000000;0.000002
13305600.340000;0.000000;-0.000420;0.000420;-0.000007;-0.000000;-0.000007;-0.000006;-0.000420;0.000414;-0.000007;-0.000000;-0.000007;-0.000001;-0.000420;0.000419;0.000003;-0.000000;0.000003
13305600.360000;-0.000000;-0.000461;0.000461;-0.000011;-0.000000;-0.000011;-0.000009;-0.000461;0.000452;-0.000008;-0.000000;-0.000008;-0.000001;-0.000461;0.000461;0.000004;-0.000000;0.000004
13305600.380000;-0.000001;-0.000511;0.000510;-0.000017;-0.000000;-0.000017;-0.000014;-0.000511;0.000497;-0.000009;-0.000000;-0.000009;-0.000001;-0.000511;0.000511;0.000003;-0.000000;0.000003
13305600.400000;-0.000003;-0.000571;0.000568;-0.000024;-0.000000;-0.000024;-0.000022;-0.000571;0.000549;-0.000009;-0.000000;-0.000009;-0.000001;-0.000571;0.000571;0.000002;-0.000000;0.000002
13305600.420000;-0.000006;-0.000641;0.000635;-0.000033;-0.000000;-0.000032;-0.000036;-0.000641;0.000604;-0.000009;-0.000000;-0.000009;-0.000001;-0.000641;0.000639;0.000001;-0.000000;0.000001
13305600.440000;-0.000008;-0.000720;0.000712;-0.000041;-0.000000;-0.000041;-0.000062;-0.000720;0.000659;-0.000008;-0.000000;-0.000008;-0.000005;-0.000720;0.000715;-0.000000;-0.000000;-0.000000
13305600.460000;-0.000011;-0.000810;0.000798;-0.000051;-0.000000;-0.000051;-0.000105;-0.000810;0.000704;-0.000005;-0.000000;-0.000005;-0.000016;-0.000810;0.000794;-0.000001;-0.000000;-0.000001
13305600.480000;-0.000015;-0.000906;0.000891;-0.000063;-0.000000;-0.000062;-0.000176;-0.000906;0.000730;0.000001;-0.000000;0.000001;-0.000041;-0.000906;0.000864;0.000000;-0.000000;0.000000
13305600.500000;-0.000019;-0.000999;0.000980;-0.000078;-0.000001;-0.000077;-0.000279;-0.000999;0.000720;0.000011;-0.000001;0.000012;-0.000089;-0.000999;0.000910;0.000002;-0.000001;0.000003
13305600.520000;-0.000025;-0.001078;0.001053;-0.000098;-0.000001;-0.000097;-0.000416;-0.001078;0.000662;0.000027;-0.000001;0.000028;-0.000166;-0.001078;0.000911;0.000004;-0.000001;0.000005
13305600.540000;-0.000037;-0.001135;0.001099;-0.000125;-0.000001;-0.000124;-0.000580;-0.001135;0.000556;0.000047;-0.000001;0.000048;-0.000273;-0.001135;0.000863;0.000006;-0.000001;0.000007
13305600.560000;-0.000061;-0.001176;0.001115;-0.000159;-0.000002;-0.000157;-0.000752;-0.001176;0.000424;0.000069;-0.000002;0.000071;-0.000402;-0.001176;0.000774;0.000007;-0.000002;0.000009
13305600.580000;-0.000105;-0.001210;0.001105;-0.000194;-0.000003;-0.000191;-0.000905;-0.001210;0.000304;0.000090;-0.000003;0.000092;-0.000540;-0.001210;0.000670;0.000007;-0.000003;0.000010
13305600.600000;-0.000177;-0.001250;0.001073;-0.000221;-0.000003;-0.000218;-0.001027;-0.001250;0.000222;0.000109;-0.000003;0.000112;-0.000668;-0.001250;0.000581;0.000006;-0.000003;0.000009
13305600.620000;-0.000280;-0.001307;0.001027;-0.000232;-0.000004;-0.000228;-0.001115;-0.001307;0.000192;0.000126;-0.000004;0.000130;-0.000777;-0.001307;0.000531;0.000004;-0.000004;0.000008
13305600.640000;-0.000416;-0.001391;0.000975;-0.000223;-0.000004;-0.000219;-0.001174;-0.001391;0.000217;0.000140;-0.000004;0.000144;-0.000860;-0.001391;0.000531;0.000001;-0.000004;0.000005
13305600.660000;-0.000577;-0.001500;0.000923;-0.000207;-0.000005;-0.000202;-0.001215;-0.001500;0.000286;0.000151;-0.000005;0.000155;-0.000921;-0.001500;0.000579;-0.000002;-0.000005;0.000002
13305600.680000;-0.000737;-0.001624;0.000887;-0.000195;-0.000005;-0.000190;-0.001254;-0.001624;0.000370;0.000157;-0.000005;0.000162;-0.000968;-0.001624;0.000657;-0.000006;-0.000005;-0.000001
13305600.700000;-0.000879;-0.001746;0.000867;-0.000191;-0.000005;-0.000186;-0.001307;-0.001746;0.000439;0.000160;-0.000005;0.000165;-0.001013;-0.001746;0.000734;-0.000008;-0.000005;-0.000003
13305600.720000;-0.000987;-0.001856;0.000869;-0.000193;-0.000005;-0.000188;-0.001383;-0.001856;0.000473;0.000158;-0.000005;0.000163;-0.001071;-0.001856;0.000784;-0.000007;-0.000005;-0.000003
13305600.740000;-0.001058;-0.001956;0.000899;-0.000199;-0.000004;-0.000194;-0.001490;-0.001956;0.000466;0.000154;-0.000004;0.000159;-0.001158;-0.001956;0.000798;-0.000004;-0.000004;0.000001
13305600.760000;-0.001105;-0.002056;0.000951;-0.000205;-0.000003;-0.000201;-0.001634;-0.002056;0.000422;0.000151;-0.000003;0.000154;-0.001281;-0.002056;0.000775;0.000002;-0.000003;0.000005
13305600.780000;-0.001147;-0.002159;0.001012;-0.000214;-0.000003;-0.000212;-0.001813;-0.002159;0.000346;0.000148;-0.000003;0.000150;-0.001448;-0.002159;0.000711;0.000008;-0.000003;0.000010
13305600.800000;-0.001205;-0.002263;0.001058;-0.000221;-0.000002;-0.000219;-0.002024;-0.002263;0.000238;0.000146;-0.000002;0.000148;-0.001661;-0.002263;0.000602;0.000012;-0.000002;0.000014
13305600.820000;-0.001294;-0.002364;0.001070;-0.000229;-0.000002;-0.000227;-0.002232;-0.002364;0.000132;0.000144;-0.000002;0.000145;-0.001909;-0.002364;0.000455;0.000013;-0.000002;0.000015
13305600.840000;-0.001431;-0.002461;0.001031;-0.000243;-0.000002;-0.000242;-0.002385;-0.002461;0.000076;0.000135;-0.000002;0.000137;-0.002163;-0.002461;0.000298;0.000010;-0.000002;0.000012
13305600.860000;-0.001610;-0.002552;0.000941;-0.000262;-0.000002;-0.000260;-0.002468;-0.002552;0.000084;0.000122;-0.000002;0.000124;-0.002375;-0.002552;0.000176;0.000003;-0.000002;0.000005
13305600.880000;-0.001833;-0.002636;0.000803;-0.000267;-0.000003;-0.000264;-0.002483;-0.002636;0.000153;0.000105;-0.000003;0.000108;-0.002519;-0.002636;0.000117;-0.000006;-0.000003;-0.000003
13305600.900000;-0.002101;-0.002719;0.000619;-0.000254;-0.000004;-0.000250;-0.002462;-0.002719;0.000258;0.000084;-0.000004;0.000089;-0.002595;-0.002719;0.000124;-0.000013;-0.000004;-0.000009
13305600.920000;-0.002382;-0.002811;0.000429;-0.000234;-0.000005;-0.000229;-0.002449;-0.002811;0.000361;0.000062;-0.000005;0.000068;-0.002627;-0.002811;0.000184;-0.000016;-0.000005;-0.000010
13305600.940000;-0.002618;-0.002910;0.000292;-0.000218;-0.000006;-0.000212;-0.002480;-0.002910;0.000431;0.000043;-0.000006;0.000049;-0.002649;-0.002910;0.000261;-0.000014;-0.000006;-0.000007
13305600.960000;-0.002775;-0.003009;0.000234;-0.000209;-0.000007;-0.000202;-0.002564;-0.003009;0.000445;0.000027;-0.000007;0.000034;-0.002704;-0.003009;0.000305;-0.000010;-0.000007;-0.000003
13305600.980000;-0.002860;-0.003099;0.000239;-0.000214;-0.000006;-0.000207;-0.002701;-0.003099;0.000398;0.000019;-0.000006;0.000026;-0.002818;-0.003099;0.000281;-0.000006;-0.000006;0.000000
13305601.000000;-0.002891;-0.003179;0.000288;-0.000225;-0.000005;-0.000219;-0.002875;-0.003179;0.000304;0.000020;-0.000005;0.000025;-0.002994;-0.003179;0.000185;-0.000004;-0.000005;0.000002
13305601.020000;-0.002905;-0.003251;0.000346;-0.000229;-0.000004;-0.000225;-0.003070;-0.003251;0.000182;0.000023;-0.000004;0.000027;-0.003220;-0.003251;0.000031;-0.000002;-0.000004;0.000002
13305601.040000;-0.002934;-0.003317;0.000384;-0.000233;-0.000003;-0.000230;-0.003284;-0.003317;0.000033;0.000023;-0.000003;0.000026;-0.003468;-0.003317;-0.000150;-0.000002;-0.000003;0.000001
13305601.060000;-0.003016;-0.003383;0.000367;-0.000235;-0.000002;-0.000232;-0.003528;-0.003383;-0.000145;0.000021;-0.000002;0.000024;-0.003713;-0.003383;-0.000330;-0.000001;-0.000002;0.000001
