SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.010000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.020000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.030000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.040000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.050000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.060000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.070000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.080000;0.000000;0.000000;-0.000000;-0.000001;0.000000;-0.000001;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.090000;0.000000;0.000001;-0.000000;-0.000001;0.000000;-0.000001;0.000000;0.000001;-0.000001;0.000000;0.000000;0.000000;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000
13305600.100000;0.000000;0.000001;-0.000000;-0.000001;0.000000;-0.000001;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000
13305600.110000;0.000001;0.000001;-0.000001;-0.000001;0.000000;-0.000001;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000
13305600.120000;0.000001;0.000002;-0.000002;-0.000001;0.000000;-0.000001;0.000000;0.000002;-0.000002;-0.000000;0.000000;-0.000000;0.000000;0.000002;-0.000002;-0.000000;0.000000;-0.000000
13305600.130000;0.000001;0.000003;-0.000002;-0.000001;0.000000;-0.000001;0.000000;0.000003;-0.000003;-0.000000;0.000000;-0.000000;0.000000;0.000003;-0.000003;-0.000000;0.000000;-0.000000
13305600.140000;0.000001;0.000004;-0.000004;-0.000001;0.000000;-0.000001;0.000000;0.000004;-0.000004;-0.000000;0.000000;-0.000000;0.000000;0.000004;-0.000004;-0.000000;0.000000;-0.000000
13305600.150000;0.000001;0.000006;-0.000005;-0.000001;0.000000;-0.000001;0.000000;0.000006;-0.000006;0.000000;0.000000;-0.000000;0.000000;0.000006;-0.000006;-0.000000;0.000000;-0.000000
13305600.160000;0.000001;0.000007;-0.000007;-0.000001;0.000000;-0.000001;0.000000;0.000007;-0.000007;0.000000;0.000000;-0.000000;0.000000;0.000007;-0.000007;-0.000000;0.000000;-0.000000
13305600.170000;0.000001;0.000009;-0.000008;-0.000001;0.000000;-0.000001;0.000000;0.000009;-0.000009;0.000000;0.000000;-0.000000;0.000000;0.000009;-0.000009;-0.000000;0.000000;-0.000000
13305600.180000;0.000001;0.000011;-0.000010;-0.000001;0.000000;-0.000001;0.000000;0.000011;-0.000011;0.000000;0.000000;0.000000;0.000000;0.000011;-0.000011;-0.000000;0.000000;-0.000000
13305600.190000;0.000000;0.000013;-0.000012;-0.000001;0.000000;-0.000001;0.000000;0.000013;-0.000013;0.000000;0.000000;0.000000;0.000000;0.000013;-0.000013;-0.000000;0.000000;-0.000000
13305600.200000;0.000000;0.000015;-0.000015;-0.000001;0.000000;-0.000001;0.000000;0.000015;-0.000015;0.000000;0.000000;0.000000;0.000000;0.000015;-0.000015;-0.000000;0.000000;-0.000000
13305600.210000;0.000000;0.000017;-0.000017;-0.000001;0.000000;-0.000001;0.000000;0.000017;-0.000017;0.000000;0.000000;0.000000;0.000000;0.000017;-0.000017;-0.000000;0.000000;-0.000000
13305600.220000;0.000000;0.000020;-0.000019;-0.000001;0.000000;-0.000001;0.000000;0.000020;-0.000020;0.000000;0.000000;0.000000;0.000000;0.000020;-0.000020;-0.000000;0.000000;-0.000000
13305600.230000;0.000000;0.000023;-0.000022;-0.000001;0.000000;-0.000001;0.000000;0.000023;-0.000023;0.000000;0.000000;0.000000;0.000000;0.000023;-0.000023;-0.000000;0.000000;-0.000000
13305600.240000;0.000000;0.000026;-0.000025;-0.000001;0.000000;-0.000001;0.000000;0.000026;-0.000025;0.000000;0.000000;0.000000;0.000000;0.000026;-0.000026;-0.000000;0.000000;-0.000000
13305600.250000;0.000000;0.000029;-0.000028;-0.000001;0.000000;-0.000001;0.000000;0.000029;-0.000029;0.000000;0.000000;0.000000;0.000000;0.000029;-0.000029;-0.000000;0.000000;-0.000000
13305600.260000;0.000001;0.000032;-0.000031;-0.000001;0.000000;-0.000001;0.000000;0.000032;-0.000032;0.000000;0.000000;0.000000;0.000000;0.000032;-0.000032;-0.000000;0.000000;-0.000000
