SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.015387;-0.000000;-0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.030775;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.046162;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.061550;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.076938;0.000000;-0.000000;0.000000;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.092325;0.000000;-0.000000;0.000001;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.107712;0.000001;-0.000000;0.000001;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.123100;0.000001;-0.000001;0.000001;-0.000001;0.000000;-0.000001;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.138487;0.000001;-0.000001;0.000002;-0.000001;0.000000;-0.000001;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.153875;0.000001;-0.000001;0.000002;-0.000001;0.000000;-0.000001;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.169263;0.000001;-0.000002;0.000002;-0.000001;0.000000;-0.000001;0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000;0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000
13305600.184650;0.000001;-0.000002;0.000003;-0.000001;0.000000;-0.000001;0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000;0.000000;-0.000002;0.000002;0.000000;0.000000;-0.000000
13305600.200038;0.000000;-0.000003;0.000003;-0.000001;0.000000;-0.000001;0.000000;-0.000003;0.000003;-0.000000;0.000000;-0.000000;-0.000000;-0.000003;0.000003;0.000000;0.000000;-0.000000
13305600.215425;0.000000;-0.000004;0.000004;-0.000001;0.000000;-0.000001;0.000000;-0.000004;0.000004;-0.000000;0.000000;-0.000000;-0.000000;-0.000004;0.000004;0.000000;0.000000;-0.000000
13305600.230813;0.000000;-0.000004;0.000005;-0.000001;0.000000;-0.000001;-0.000000;-0.000004;0.000004;-0.000000;0.000000;-0.000000;-0.000000;-0.000004;0.000004;0.000000;0.000000;0.000000
13305600.246200;0.000000;-0.000005;0.000006;-0.000001;0.000000;-0.000001;-0.000000;-0.000005;0.000005;-0.000000;0.000000;-0.000000;-0.000000;-0.000005;0.000005;0.000000;0.000000;0.000000
13305600.261588;0.000001;-0.000006;0.000007;-0.000001;0.000000;-0.000001;-0.000000;-0.000006;0.000006;-0.000000;0.000000;-0.000000;-0.000000;-0.000006;0.000006;0.000000;0.000000;0.000000
13305600.276975;0.000001;-0.000007;0.000007;-0.000001;0.000000;-0.000001;-0.000000;-0.000007;0.000007;-0.000000;0.000000;-0.000000;-0.000000;-0.000007;0.000007;0.000000;0.000000;0.000000
13305600.292363;0.000001;-0.000008;0.000009;-0.000001;0.000000;-0.000001;-0.000000;-0.000008;0.000008;-0.000000;0.000000;-0.000000;-0.000000;-0.000008;0.000008;0.000000;0.000000;0.000000
13305600.307750;0.000001;-0.000009;0.000010;-0.000001;0.000000;-0.000001;-0.000000;-0.000009;0.000009;-0.000000;0.000000;-0.000000;-0.000000;-0.000009;0.000009;0.000000;0.000000;0.000000
13305600.323138;0.000001;-0.000011;0.000011;-0.000001;0.000000;-0.000001;-0.000000;-0.000011;0.000010;-0.000000;0.000000;-0.000000;-0.000000;-0.000011;0.000011;0.000000;0.000000;0.000000
13305600.338525;0.000001;-0.000012;0.000013;-0.000001;0.000000;-0.000001;-0.000000;-0.000012;0.000012;-0.000000;0.000000;-0.000000;-0.000000;-0.000012;0.000012;0.000000;0.000000;0.000000
13305600.353913;0.000001;-0.000014;0.000014;-0.000001;0.000000;-0.000001;-0.000000;-0.000014;0.000013;-0.000000;0.000000;-0.000000;-0.000000;-0.000014;0.000014;0.000000;0.000000;0.000000
13305600.369300;0.000001;-0.000015;0.000016;-0.000001;0.000000;-0.000001;-0.000000;-0.000015;0.000015;-0.000000;0.000000;-0.000000;-0.000000;-0.000015;0.000015;0.000000;0.000000;0.000000
13305600.384688;0.000001;-0.000017;0.000018;-0.000001;0.000000;-0.000001;-0.000001;-0.000017;0.000016;-0.000000;0.000000;-0.000000;-0.000000;-0.000017;0.000017;0.000000;0.000000;0.000000
