SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.019993;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.039985;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.059978;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;-0.000001;-0.000000;-0.000001;0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000
13305600.079970;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000001;-0.000001;0.000000;-0.000001;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.099963;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000001;-0.000002;0.000000;-0.000002;0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.119956;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000;-0.000000;0.000001;-0.000001;-0.000002;0.000000;-0.000002;0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000
13305600.139948;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000;-0.000001;0.000001;-0.000001;-0.000002;0.000000;-0.000002;0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000
13305600.159941;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000;-0.000000;0.000001;-0.000001;-0.000002;0.000000;-0.000002;0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000
13305600.179933;0.000000;0.000001;-0.000001;-0.000000;0.000000;-0.000000;-0.000000;0.000001;-0.000002;-0.000001;0.000000;-0.000001;0.000000;0.000001;-0.000001;0.000000;0.000000;-0.000000
13305600.199926;0.000000;0.000002;-0.000002;-0.000000;0.000000;-0.000000;-0.000000;0.000002;-0.000002;-0.000001;0.000000;-0.000001;0.000000;0.000002;-0.000002;0.000000;0.000000;0.000000
