SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.019999;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.039999;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.059998;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.079997;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.099997;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000002;0.000000;-0.000002;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.119996;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000002;0.000000;-0.000002;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.139995;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;-0.000001;-0.000001;0.000000;-0.000002;0.000000;-0.000002;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.159995;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;-0.000000;-0.000001;0.000001;-0.000002;0.000000;-0.000002;-0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.179994;0.000000;-0.000002;0.000002;0.000000;0.000000;-0.000000;-0.000000;-0.000002;0.000002;-0.000001;0.000000;-0.000001;-0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000
13305600.199994;-0.000000;-0.000003;0.000003;0.000000;0.000000;-0.000000;-0.000000;-0.000003;0.000003;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000003;-0.000000;0.000000;-0.000000
