SEP=;
Time[s];Ux(CN_5);Ux(CN_7);Ux_Residual(CN_5-CN_7);Uy(CN_5);Uy(CN_7);Uy_Residual(CN_5-CN_7);Ux(CN_1);Ux(CN_7);Ux_Residual(CN_1-CN_7);Uy(CN_1);Uy(CN_7);Uy_Residual(CN_1-CN_7);Ux(CN_4);Ux(CN_7);Ux_Residual(CN_4-CN_7);Uy(CN_4);Uy(CN_7);Uy_Residual(CN_4-CN_7);Ux(CN_3);Ux(CN_7);Ux_Residual(CN_3-CN_7);Uy(CN_3);Uy(CN_7);Uy_Residual(CN_3-CN_7);Ux(CN_2);Ux(CN_7);Ux_Residual(CN_2-CN_7);Uy(CN_2);Uy(CN_7);Uy_Residual(CN_2-CN_7);Ux(CN_6);Ux(CN_7);Ux_Residual(CN_6-CN_7);Uy(CN_6);Uy(CN_7);Uy_Residual(CN_6-CN_7)
13305600.019998;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000001;0.000000;0.000001;-0.000002;0.000000;-0.000002;0.000039;0.000000;0.000039;0.000064;0.000000;0.000064;-0.000035;0.000000;-0.000035;0.000056;0.000000;0.000056;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000
13305600.039997;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000010;0.000000;0.000010;-0.000012;0.000000;-0.000012;0.000144;0.000000;0.000144;0.000254;0.000000;0.000254;-0.000122;0.000000;-0.000122;0.000214;0.000000;0.000214;-0.000004;0.000000;-0.000004;-0.000002;0.000000;-0.000002;-0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.059995;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000023;0.000000;0.000023;-0.000016;0.000000;-0.000016;0.000240;0.000000;0.000240;0.000454;0.000000;0.000454;-0.000188;0.000000;-0.000188;0.000369;0.000000;0.000369;-0.000015;0.000000;-0.000015;-0.000004;0.000000;-0.000004;-0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.079993;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000023;0.000000;0.000023;-0.000021;0.000000;-0.000021;0.000315;0.000000;0.000315;0.000605;0.000000;0.000605;-0.000239;0.000000;-0.000239;0.000472;0.000000;0.000472;-0.000014;0.000000;-0.000014;-0.000004;0.000000;-0.000004;-0.000000;0.000000;-0.000000;-0.000000;0.000000;-0.000000
13305600.099992;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000022;0.000000;0.000022;-0.000027;0.000000;-0.000027;0.000375;0.000000;0.000375;0.000698;0.000000;0.000698;-0.000283;0.000000;-0.000283;0.000525;0.000000;0.000525;-0.000013;0.000000;-0.000013;-0.000006;0.000000;-0.000006;-0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000
13305600.119990;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;0.000019;0.000000;0.000019;-0.000028;-0.000000;-0.000027;0.000421;0.000000;0.000421;0.000758;-0.000000;0.000758;-0.000312;0.000000;-0.000312;0.000553;-0.000000;0.000554;-0.000013;0.000000;-0.000013;-0.000005;-0.000000;-0.000005;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000
13305600.139988;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000000;0.000020;-0.000000;0.000021;-0.000027;-0.000000;-0.000026;0.000447;-0.000000;0.000448;0.000801;-0.000000;0.000802;-0.000331;-0.000000;-0.000331;0.000568;-0.000000;0.000568;-0.000014;-0.000000;-0.000013;-0.000005;-0.000000;-0.000005;-0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000000
13305600.159987;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000;0.000020;0.000000;0.000020;-0.000024;0.000000;-0.000025;0.000464;0.000000;0.000464;0.000827;0.000000;0.000827;-0.000352;0.000000;-0.000352;0.000568;0.000000;0.000568;-0.000014;0.000000;-0.000014;-0.000005;0.000000;-0.000006;0.000000;0.000000;-0.000000;0.000000;0.000000;-0.000000
13305600.179985;0.000000;0.000000;-0.000000;0.000000;0.000001;-0.000001;0.000017;0.000000;0.000017;-0.000020;0.000001;-0.000021;0.000484;0.000000;0.000484;0.000834;0.000001;0.000833;-0.000366;0.000000;-0.000366;0.000563;0.000001;0.000562;-0.000013;0.000000;-0.000013;-0.000004;0.000001;-0.000005;0.000000;0.000000;-0.000000;0.000000;0.000001;-0.000001
13305600.199983;-0.000000;0.000000;-0.000000;-0.000000;0.000001;-0.000001;0.000018;0.000000;0.000017;-0.000026;0.000001;-0.000028;0.000507;0.000000;0.000506;0.000831;0.000001;0.000830;-0.000380;0.000000;-0.000380;0.000570;0.000001;0.000568;-0.000012;0.000000;-0.000012;-0.000007;0.000001;-0.000008;0.000000;0.000000;-0.000000;0.000000;0.000001;-0.000001
