SEP=;
Time[s];Ux(CN_1);Ux(CN_3);Ux_Residual(CN_1-CN_3);Uy(CN_1);Uy(CN_3);Uy_Residual(CN_1-CN_3);Ux(CN_2);Ux(CN_3);Ux_Residual(CN_2-CN_3);Uy(CN_2);Uy(CN_3);Uy_Residual(CN_2-CN_3);Ux(CN_4);Ux(CN_3);Ux_Residual(CN_4-CN_3);Uy(CN_4);Uy(CN_3);Uy_Residual(CN_4-CN_3)
13305600.010000;-0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000
13305600.019999;0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;-0.000000;-0.000000;0.000000;0.000000;0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.029998;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.039998;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.049997;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.059997;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.069996;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000001;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.079996;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000;-0.000000;-0.000000;-0.000000;-0.000002;0.000000;-0.000002;0.000000;-0.000000;0.000000;-0.000000;0.000000;-0.000000
13305600.089995;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;-0.000000;-0.000001;0.000000;-0.000002;0.000000;-0.000002;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.099995;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000;-0.000000;-0.000001;0.000001;-0.000002;0.000000;-0.000002;0.000000;-0.000001;0.000001;-0.000000;0.000000;-0.000000
13305600.109994;0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000;-0.000001;-0.000002;0.000001;-0.000002;0.000000;-0.000002;0.000000;-0.000002;0.000002;-0.000000;0.000000;-0.000000
13305600.119994;0.000000;-0.000003;0.000003;-0.000000;0.000000;-0.000000;-0.000001;-0.000003;0.000002;-0.000002;0.000000;-0.000002;0.000000;-0.000003;0.000003;-0.000000;0.000000;-0.000000
13305600.129993;0.000000;-0.000004;0.000004;-0.000000;0.000000;-0.000000;-0.000001;-0.000004;0.000004;-0.000002;0.000000;-0.000002;0.000000;-0.000004;0.000004;-0.000000;0.000000;-0.000000
13305600.139992;0.000000;-0.000006;0.000006;-0.000000;0.000000;-0.000000;-0.000001;-0.000006;0.000005;-0.000002;0.000000;-0.000002;0.000000;-0.000006;0.000006;-0.000000;0.000000;-0.000000
13305600.149992;0.000000;-0.000008;0.000008;-0.000000;0.000000;-0.000000;-0.000001;-0.000008;0.000007;-0.000002;0.000000;-0.000002;0.000000;-0.000008;0.000008;-0.000000;0.000000;-0.000000
13305600.159991;0.000000;-0.000010;0.000010;-0.000000;0.000000;-0.000000;-0.000000;-0.000010;0.000010;-0.000002;0.000000;-0.000002;0.000000;-0.000010;0.000010;-0.000000;0.000000;-0.000000
13305600.169991;0.000000;-0.000013;0.000013;0.000000;0.000000;-0.000000;-0.000000;-0.000013;0.000013;-0.000002;0.000000;-0.000002;-0.000000;-0.000013;0.000013;-0.000000;0.000000;-0.000000
13305600.179990;-0.000000;-0.000016;0.000016;0.000000;0.000000;-0.000000;-0.000000;-0.000016;0.000015;-0.000002;0.000000;-0.000002;-0.000000;-0.000016;0.000016;-0.000000;0.000000;-0.000000
13305600.189990;-0.000000;-0.000019;0.000019;0.000000;0.000000;-0.000000;-0.000000;-0.000019;0.000019;-0.000002;0.000000;-0.000002;-0.000000;-0.000019;0.000019;-0.000000;0.000000;-0.000000
13305600.199989;-0.000000;-0.000022;0.000022;0.000000;0.000000;-0.000000;-0.000000;-0.000022;0.000022;-0.000002;0.000000;-0.000002;-0.000000;-0.000022;0.000022;-0.000000;0.000000;-0.000000
13305600.209989;-0.000000;-0.000026;0.000026;0.000000;0.000000;0.000000;-0.000000;-0.000026;0.000026;-0.000002;0.000000;-0.000002;-0.000000;-0.000026;0.000026;-0.000000;0.000000;-0.000000
13305600.219988;-0.000000;-0.000030;0.000030;0.000000;0.000000;0.000000;-0.000000;-0.000030;0.000030;-0.000002;0.000000;-0.000002;-0.000000;-0.000030;0.000030;-0.000000;0.000000;-0.000000
13305600.229988;-0.000000;-0.000034;0.000034;0.000000;0.000000;0.000000;-0.000000;-0.000034;0.000034;-0.000002;0.000000;-0.000002;-0.000000;-0.000034;0.000034;-0.000000;0.000000;-0.000000
13305600.239987;-0.000000;-0.000039;0.000039;0.000000;0.000000;0.000000;-0.000000;-0.000039;0.000038;-0.000002;0.000000;-0.000002;-0.000000;-0.000039;0.000039;-0.000000;0.000000;-0.000000
13305600.249986;-0.000000;-0.000044;0.000043;0.000000;0.000000;0.000000;-0.000000;-0.000044;0.000043;-0.000002;0.000000;-0.000002;-0.000000;-0.000044;0.000043;-0.000000;0.000000;-0.000000
13305600.259986;-0.000000;-0.000049;0.000049;0.000000;0.000000;0.000000;-0.000000;-0.000049;0.000048;-0.000002;0.000000;-0.000002;-0.000000;-0.000049;0.000049;-0.000000;0.000000;-0.000000
13305600.269986;-0.000000;-0.000054;0.000054;0.000000;-0.000000;0.000000;-0.000000;-0.000054;0.000054;-0.000002;-0.000000;-0.000002;-0.000000;-0.000054;0.000054;-0.000000;-0.000000;-0.000000
13305600.279985;-0.000000;-0.000060;0.000060;0.000000;-0.000000;0.000000;-0.000000;-0.000060;0.000060;-0.000002;-0.000000;-0.000002;-0.000000;-0.000060;0.000060;-0.000001;-0.000000;-0.000001
13305600.289984;-0.000000;-0.000066;0.000066;0.000000;-0.000000;0.000000;-0.000000;-0.000066;0.000066;-0.000002;-0.000000;-0.000002;-0.000000;-0.000066;0.000066;-0.000001;-0.000000;-0.000001
13305600.299984;-0.000000;-0.000073;0.000073;0.000000;-0.000000;0.000000;-0.000000;-0.000073;0.000072;-0.000002;-0.000000;-0.000002;-0.000000;-0.000073;0.000072;-0.000001;-0.000000;-0.000001
13305600.309983;-0.000000;-0.000080;0.000080;0.000000;-0.000000;0.000000;-0.000000;-0.000080;0.000080;-0.000003;-0.000000;-0.000003;-0.000001;-0.000080;0.000079;-0.000001;-0.000000;-0.000001
13305600.319983;-0.000000;-0.000088;0.000087;0.000000;-0.000000;0.000000;-0.000000;-0.000088;0.000087;-0.000003;-0.000000;-0.000003;-0.000001;-0.000088;0.000087;-0.000001;-0.000000;-0.000001
